"Cod_Prod","Nom_Prod","Concent","Nom_Form_Farm","Nom_Form_Farm_Simplif","Presentac","Fracciones","Fec_Vcto_Reg_Sanitario","Num_RegSan","Nom_Titular","Situacion"
"50566","ACICLAV ","500 mg + 125 mg","Tableta Recubierta","TABLETA","Caja Envase Blister Tableta Recubierta","14","03/09/2019","EE07610","OQ PHARMA","ACT"
"54116","ACICLAV","875 mg + 125 mg","Tableta Recubierta","TABLETA","Caja Envase Blíster Tabletas Recubiertas","14","16/07/2023","EE06168","OQCORP SOCIEDAD ANONIMA CERRADA - OQCORP S.A.C.","ACT"
"53100","ACICLOVIR","400 mg","Tableta","TABLETA","Caja Envase Blister Tabletas","50","27/08/2022","EN01793","MEDROCK CORPORATION SOCIEDAD ANONIMA CERRADA","ACT"
"53190","ACICLOVIR","800 mg","Tableta","TABLETA","Caja Envase Blíster Tableta","30","02/04/2024","EE07149","SEVEN PHARMA S.A.C.","ACT"
"52493","ACICLOVIR","400 mg","Tableta","TABLETA","Caja Envase Blíster Tableta","32","29/08/2023","EE06318","SEVEN PHARMA S.A.C.","ACT"
"52647","ACICLOVIR","5 %","Crema","CREMA","Caja Tubo x 5 g","1","04/11/2024","EN03548","IQ FARMA","ACT"
"46887","ACICLOVIR","200 mg","Tableta","TABLETA","Caja Envase Blíster Tabletas","100","21/02/2022","EN05086","PORTUGAL","ACT"
"46210","ACICLOVIR","200 mg","Tableta","TABLETA","Caja Envase Blíster Tabletas","500","09/07/2021","EN03694","LABORATORIOS AC FARMA S.A.","ACT"
"45889","ACICLOVIR","200 mg","Comprimido","TABLETA","Caja Envase Blíster Comprimidos","100","05/04/2023","EN06041","PERUFARMA","ACT"
"45287","ACICLOVIR","200 mg","Tableta","TABLETA","Caja Envase Blíster Tabletas","25","17/11/2020","EE01868","SANOFI - AVENTIS DEL PERU S.A.","ACT"
"45317","ACICLOVIR","5 %","Ungüento","UNGUENTO","Caja Tubo x 15 g","1","11/06/2022","EE04601","SANOFI - AVENTIS DEL PERU S.A.","ACT"
"45330","ACICLOVIR","800 mg","Tableta","TABLETA","Caja Envase Blíster Tableta","10","25/01/2020","EE00633","SANOFI - AVENTIS DEL PERU S.A.","ACT"
"48844","ACICLOVIR ","5 %","Ungüento","UNGUENTO","Caja Tubo x 15g","1","07/09/2023","EE06350","INDAURA","ACT"
"48848","ACICLOVIR","800 mg","Tableta","TABLETA","Caja Envase Blister Tableta","10","25/01/2020","EE00633","SANOFI - AVENTIS DEL PERU S.A.","ACT"
"48979","ACICLOVIR","800 mg","Comprimido","TABLETA","Caja Envase Blíster Comprimidos","10","07/05/2024","EN06762","PERUFARMA","ACT"
"47952","ACICLOVIR ","400 mg","Tableta","TABLETA","Caja Envase Blister Tableta","1","29/08/2023","EE06318","SEVEN","ACT"
"49923","ACICLOVIR","200 mg","Tableta","TABLETA","Caja Envase Blister Tabletas","50","17/05/2024","EN04199","IQ FARMA","ACT"
"42846","ACICLOVIR","250  mg","Polvo para Solución Inyectable","INYECTABLE","Caja Vial","10","28/02/2021","EN02760","LABORATORIOS AC FARMA S.A.","ACT"
"43052","ACICLOVIR","400  mg","Tableta","TABLETA","Caja Envase Blister Tabletas","100","21/09/2021","EN04613","INDUQUIMICA","ACT"
"43527","ACICLOVIR","200  mg","Tableta","TABLETA","Caja Envase Blister Tabletas ","30","21/02/2022","EN05086","NATURGEN","ACT"
"44803","ACICLOVIR","250 mg","Polvo para Solución Inyectable","INYECTABLE","Caja Vial","10","19/09/2021","EE04150","VITALIS PERU S.A.C.","ACT"
"44378","ACICLOVIR","800  mg","Comprimido","TABLETA","Caja Envase Blíster Comprimidos","10","24/02/2022","EN05198","QUIMICA SUIZA","ACT"
"44124","ACICLOVIR","200  mg","Tableta","TABLETA","Caja Envase Blister Tabletas","100","21/02/2022","EN05086","NAT. y GEN.","ACT"
"44175","ACICLOVIR","250  mg","Polvo para Solución Inyectable","INYECTABLE","Caja Vial + Ampolla Solvente x 10 mL","10","28/02/2021","EN02760","LABORATORIOS AC FARMA S.A.","ACT"
"41346","ACICLOVIR","800 mg","Tableta","TABLETA","Caja Envase Blister Tabletas","10","07/09/2022","EN05216","FARMINDUSTRIA S.A.","ACT"
"41742","ACICLOVIR","250 mg","Polvo para Solución Inyectable","INYECTABLE","Caja Vial","10","19/09/2021","EE04150","VITALIS PERU S.A.C.","ACT"
"41272","ACICLOVIR","400 mg","Tableta","TABLETA","Caja Envase Blister Tabletas","100","23/08/2017","EN02118","MEDIFARMA","ACT"
"40572","ACICLOVIR","5 %","Crema","CREMA","Caja Tubo x 5 g","1","14/06/2018","EN00023","FARMINDUSTRIA S.A.","ACT"
"40591","ACICLOVIR","5 %","Ungüento","UNGUENTO","Caja Tubo x 15 g","1","11/06/2022","EE04601","GENFAR","ACT"
"40089","ACICLOVIR","200 mg","Tableta","TABLETA","Caja Envase Blister Tabletas","25","17/11/2020","EE01868","GENFAR","ACT"
"40009","ACICLOVIR","800 mg","Tableta","TABLETA","Caja Envase Blister Tabletas","10","25/01/2020","EE00633","GENFAR","ACT"
"40290","ACICLOVIR","5 %","Crema","CREMA","Caja Tubo x 5 g","1","25/05/2020","EN01565","PORTUGAL","ACT"
"39597","ACICLOVIR","200  mg","Tableta","TABLETA","Caja Envase Blister Tabletas","100","16/05/2018","EN01554","FARMINDUSTRIA S.A.","ACT"
"39695","ACICLOVIR","800 mg","Tableta","TABLETA","Caja Envase Blister Tabletas","10","24/05/2019","EN01862","IQ FARMA","ACT"
"102","ACICLOVIR","200  mg","Tableta","TABLETA","Caja Envase Blister Tabletas","100","21/02/2022","NG3216","NAT. y GEN.","ACT"
"108","ACICLOVIR","800  mg","Tableta","TABLETA","Caja Envase Blister Tabletas","10","07/09/2022","NG0645","FARMINDUSTRIA S.A.","ACT"
"20059","ACICLOVIR","200  mg","Tableta","TABLETA","Caja Envase Blister Tabletas","50","09/07/2021","NG2879","LABORATORIOS AC FARMA S.A.","ACT"
"20063","ACICLOVIR","5 %","Ungüento","UNGUENTO","Caja Tubo x 15 g","1","11/06/2022","EG1988","GENFAR","ACT"
"25440","ACICLOVIR","200  mg","Tableta","TABLETA","Frasco Tabletas","10","21/02/2022","NG3216","NAT. y GEN.","ACT"
"25612","ACICLOVIR","200  mg","Tableta","TABLETA","Caja Envase Blister Tabletas","10","19/03/2021","NG2663","MEDROCK CORPORATION SOCIEDAD ANONIMA CERRADA","ACT"
"26313","ACICLOVIR","200  mg","Tableta","TABLETA","Caja Envase Blister Tabletas","100","19/03/2021","NG2663","MEDROCK CORPORATION SOCIEDAD ANONIMA CERRADA","ACT"
"38078","ACICLOVIR","200  mg","Tableta","TABLETA","Caja Envase Blister Tabletas","100","19/03/2021","EN02802","MEDROCK CORPORATION SOCIEDAD ANONIMA CERRADA","ACT"
"38048","ACICLOVIR","200  mg","Tableta","TABLETA","Caja Envase Blister Tabletas","100","17/01/2020","EN00621","INDUQUIMICA","ACT"
"38399","ACICLOVIR","3 %","Ungüento Oftálmico","UNGUENTO OFTALMICO","Caja Tubo x 5 g","1","15/12/2019","EN00473","LANSIER","ACT"
"37050","ACICLOVIR","400  mg","Tableta","TABLETA","Caja Envase Blister Tabletas","100","27/08/2017","EN01793","MEDROCK CORPORATION SOCIEDAD ANONIMA CERRADA","ACT"
"37071","ACICLOVIR","3 %","Ungüento Oftálmico","UNGUENTO OFTALMICO","Tubo X 3.5 g","1","15/12/2019","EN00473","LANSIER","ACT"
"33775","ACICLOVIR","5 %","Crema","CREMA","Tubo X 15 g","1","14/06/2018","EN00023","FARMINDUSTRIA S.A.","ACT"
"34156","ACICLOVIR","800  mg","Comprimido","TABLETA","Caja Envase Blíster Comprimidos","10","24/02/2022","NG6353","QUIMICA SUIZA","ACT"
"38523","ACIDINO","800 mg + 40 mg","Tableta Masticable","TABLETA","Caja Envase Blister Tabletas Masticables","60","04/02/2020","EN00984","E.S.C. PHARMED","ACT"
"44188","ACIDINO","800  mg  +  40  mg","Tableta Masticable","TABLETA","Caja Envase Blister Tabletas Masticables","12","04/02/2020","EN00984","E.S.C. PHARMED","ACT"
"43644","ACIDO ACETILSALICILICO","100  mg","Tableta","TABLETA","Caja Envase Blister Tabletas","100","20/01/2022","EE04655","LABOT","ACT"
"42051","ACIDO ACETILSALICILICO","100  mg","Comprimido","TABLETA","Caja Envase Blíster Comprimidos","100","31/08/2021","EE04010","GENFAR","ACT"
"42566","ACIDO ACETILSALICILICO","500  mg","Tableta","TABLETA","Caja Envase Blister Tabletas","100","23/01/2018","EN01287","MEDIFARMA","ACT"
"37768","ACIDO ACETILSALICILICO","100  mg","Tableta","TABLETA","Caja Envase Blister Tabletas","100","16/05/2018","EE00045","JPS DISTRIBUCIONES","ACT"
"35441","ACIDO ACETILSALICILICO","100  mg","Tableta","TABLETA","Caja Envase Blister Tabletas","100","23/09/2017","EN01442","MEDIFARMA","ACT"
"35442","ACIDO ACETILSALICILICO","100  mg","Tableta","TABLETA","Caja Envase Blister Tabletas","10","23/09/2017","EN01442","MEDIFARMA","ACT"
"35443","ACIDO ACETILSALICILICO","100  mg","Tableta","TABLETA","Caja Envase Blister Tabletas","500","23/09/2017","EN01442","MEDIFARMA","ACT"
"29511","ACIDO ACETILSALICILICO","100  mg","Tableta","TABLETA","Caja Envase Blister Tabletas","100","20/01/2022","EG6405","LABOT","ACT"
"29289","ACIDO ACETILSALICILICO","100  mg","Tableta","TABLETA","Caja Envase Blister Tabletas","500","20/01/2022","EG6405","LABOT","ACT"
"29823","ACIDO ACETILSALICILICO","100  mg","Tableta","TABLETA","Caja Envase Blister Tabletas","1","20/01/2022","EG6405","LABOT","ACT"
"29824","ACIDO ACETILSALICILICO","100  mg","Tableta","TABLETA","Caja Envase Blister Tabletas","10","20/01/2022","EG6405","LABOT","ACT"
"29825","ACIDO ACETILSALICILICO","100  mg","Tableta","TABLETA","Caja Envase Blister Tabletas","20","20/01/2022","EG6405","LABOT","ACT"
"29826","ACIDO ACETILSALICILICO","100  mg","Tableta","TABLETA","Caja Envase Blister Tabletas","25","20/01/2022","EG6405","LABOT","ACT"
"29827","ACIDO ACETILSALICILICO","100  mg","Tableta","TABLETA","Caja Envase Blister Tabletas","50","20/01/2022","EG6405","LABOT","ACT"
"29828","ACIDO ACETILSALICILICO","100  mg","Tableta","TABLETA","Caja Envase Blister Tabletas","250","20/01/2022","EG6405","LABOT","ACT"
"45424","ACIDO ACETILSALICILICO","100 mg","Comprimido","TABLETA","Caja Envase Blíster Comprimidos","30","31/08/2021","EE04010","SANOFI - AVENTIS DEL PERU S.A.","ACT"
"45686","ACIDO ACETILSALICILICO","100 mg","Comprimido","TABLETA","Caja Envase Blíster Comprimidos","100","31/08/2021","EE04010","SANOFI - AVENTIS DEL PERU S.A.","ACT"
"48992","ACIDO ALENDRONICO","70 mg","Tableta","TABLETA","Caja Envase Blister Tableta","4","08/08/2023","EN07193","INDUQUIMICA","ACT"
"39939","ACIDO ALENDRONICO","70  mg","Tableta","TABLETA","Caja Envase Blister Tabletas","100","06/03/2018","EN00309","MEDROCK CORPORATION SOCIEDAD ANONIMA CERRADA","ACT"
"40994","ACIDO FOLICO","0.5  mg","Tableta","TABLETA","Caja Envase Blister Tabletas","30","21/05/2022","EN04599","FARMINDUSTRIA S.A.","ACT"
"138","ACIDO FOLICO","0.5  mg","Tableta","TABLETA","Caja Envase Blister Tabletas","30","21/05/2022","NG5341","FARMINDUSTRIA S.A.","ACT"
"40091","ACIDO FUSIDICO","2 %","Crema","CREMA","Caja Tubo x 15 g","1","03/03/2019","EE03950","GENFAR","ACT"
"45249","ACIDO FUSIDICO","2 %","Crema","CREMA","Caja Tubo x 15 g","1","03/03/2019","EE03950","SANOFI - AVENTIS DEL PERU S.A.","ACT"
"46117","ACIDO FUSIDICO","2%","Crema Tópica","CREMA","Caja Tubo x 15 g","50","05/02/2019","EN03654","IQ FARMA","ACT"
"47504","ACIDO FUSIDICO","2%","Crema","CREMA","Caja Tubo x 15 g","1","09/01/2021","EN02105","FARMINDUSTRIA S.A.","ACT"
"51823","ACIDO FUSIDICO","2%","Crema","CREMA","Caja Tubo x 15 g","1","05/02/2024","EN03654","IQ FARMA","ACT"
"50592","ACIDO FUSIDICO","2 %","Crema","CREMA","Caja Tubo x 15 g.","1","03/03/2024","EE03950","SANOFI - AVENTIS DEL PERU S.A.","ACT"
"45428","ÁCIDO IBANDRÓNICO","150  mg","Comprimido Recubierto","TABLETA","Caja Envase Blíster Comprimidos Recubiertos","1","01/06/2021","EE03193","SANOFI - AVENTIS DEL PERU S.A.","ACT"
"42046","ÁCIDO IBANDRÓNICO","150  mg","Comprimido Recubierto","TABLETA","Caja Envase Blíster Comprimidos","1","01/06/2021","EE03193","GENFAR","ACT"
"45765","ACIDO MICOFENOLICO","500 mg","Tableta Recubierta","TABLETA","Caja Envase Blíster Tabletas Recubiertas","100","14/06/2021","EN04256","MEDIFARMA","ACT"
"42333","ACIDO PAMIDRONICO","90  mg ","Polvo para Solución Inyectable","INYECTABLE","Caja Vial","1","12/08/2021","EE04028","PERULAB","ACT"
"28532","ACIDO PAMIDRONICO","90  mg","Polvo para Solución Inyectable","INYECTABLE","Caja vial + Solvente","1","12/08/2021","EG6388","PERULAB","ACT"
"38805","ACIDO TRANEXAMICO","1 g/10 mL","Solución Inyectable","INYECTABLE","Caja Ampolla x 10 mL","10","12/03/2020","EN00950","LABORATORIOS AC FARMA S.A.","ACT"
"51421","ACIDO TRANEXAMICO","1 g / 10 mL","Solución Inyectable","INYECTABLE","Caja Ampolla x 10 mL","1","07/01/2025","EE08433","PHARMAGEN S.A.C.","ACT"
"53291","ACIDO TRANEXAMICO","1 g/ 10 mL","Solución Inyectable","INYECTABLE","Caja Ampolla x 10 mL","1","07/01/2025","EE08433","OQCORP SOCIEDAD ANONIMA CERRADA - OQCORP S.A.C.","ACT"
"50835","ACIDO TRANEXÁMICO","1g/ 10 mL","Solución Inyectable","INYECTABLE","Caja Ampolla x 10mL","1","23/08/2024","EN07069","MEDIFARMA","ACT"
"38504","ACIDO VALPROICO","250  mg/5 mL","Solución Oral","SOLUCION","Caja Frasco x 120 mL","1","20/01/2020","EN00672","MEDROCK CORPORATION SOCIEDAD ANONIMA CERRADA","ACT"
"26699","ACIDO ZOLEDRONICO","4  mg","Polvo para Solución Inyectable","INYECTABLE","Caja vial+ Solvente","1","07/01/2021","EG6350","PERULAB","ACT"
"42334","ACIDO ZOLEDRONICO","4  mg","Polvo para Solución Inyectable","INYECTABLE","Caja  Vial","1","07/01/2021","EE02559","PERULAB","ACT"
"40910","ACIDO ZOLEDRONICO  ","4  mg","Polvo para Solución Inyectable","INYECTABLE","Caja Vial","1","02/09/2021","EE04066","MEDIFARMA","ACT"
"45681","ACIDO ZOLEDRONICO ","5 mg/100 mL ","Solución para Perfusión","INYECTABLE","Caja Frasco x 100 mL","1","29/10/2021","EE04449","J&M","ACT"
"46572","ÁCIDO ZOLEDRONICO","4 mg","Polvo para Solución para Perfusión","INYECTABLE","Caja Vial","1","26/09/2021","EE04205","GP PHARM","ACT"
"54290","ÁCIDO ZOLEDRÓNICO","4 mg/ 5 mL","Concentrado para Solución para Perfusión","INYECTABLE","Caja Vial","1","21/06/2026","EE09836","VITALIS PERU S.A.C.","ACT"
"53181","ACIDOR EXTRA RAPID","","Suspensión Oral","SUSPENSION","Caja Frasco x 150 mL + Accesorio","1","29/01/2023","EN04462","SHERFARMA S.A.C.","ACT"
"39451","ACIDOR EXTRA RAPID","","Suspensión Oral","SUSPENSION","Frasco x 150 mL","1","29/01/2018","EN04462","SHERFARMA S.A.C.","ACT"
"45512","ACIDPLUS","262  mg","Comprimido Masticable","TABLETA","Caja Envase Blíster Comprimidos Masticables","100","12/10/2020","EN02367","BIOSANA","ACT"
"50069","ACIMED® 500","500 mg","Comprimido Recubierto","TABLETA","Caja Envase Blíster Comprimidos Recubiertos","6","24/04/2025","EE08582","QUIMFA","ACT"
"52046","ACINIL-P","40 mg","Polvo para Solución Inyectable","INYECTABLE","Caja Vial","1","28/02/2021","EE02693","NORDIC","ACT"
"45916","ACINIL-P-40","40 mg","Tableta de Liberación Retardada","TABLETA","Caja Envase Blíster Tabletas de Liberación Retardada","30","05/06/2020","E23327","NORDIC","ACT"
"51488","ACIOO TRANEXAMICO","1 g / 10 mL","Solución Inyectable","INYECTABLE","Caja Vial x 10 mL","1","18/08/2025","EE08869","AGRIPINO SARMIENTO","ACT"
"54403","ACI-TIP","800 mg + 60 mg/ 10 mL","Suspensión Oral","SUSPENSION","Caja Frasco x 200 mL + Accesorios","1","26/11/2022","EE03947","MEGA LABS LATAM S.A.","ACT"
"48451","ACI-TIP","800 mg + 60 mg/ 10 mL","Suspensión Oral","SUSPENSION","Caja Frasco x 60 mL + Accesorios","1","26/11/2017","EE03947","MEGA LABS LATAM S.A.","ACT"
"48313","ACI-TIP","800 mg + 60 mg/ 10 mL	","Suspensión Oral","SUSPENSION","Caja Frasco x 200 mL + Accesorios	","1","26/11/2017","EE03947","MEGA LABS LATAM S.A.","ACT"
"44213","ACI-TIP","800 mg + 60 mg/10 mL","Suspensión Oral","SUSPENSION","Caja Frasco x 200 mL + Accesorios","1","26/11/2017","EE03947","ROEMMERS","ACT"
"44799","ACI-TIP","800 mg + 60 mg/10 mL","Suspensión Oral","SUSPENSION","Caja Frasco x 60 mL + Accesorios","1","26/11/2017","EE03947","ROEMMERS","ACT"
"50862","ACITRANESA","1 g/ 10 mL","Solución Inyectable","INYECTABLE","Caja Ampolla x 10 mL","1","20/08/2025","EN08191","SHERFARMA S.A.C.","ACT"
"47131","ACITREXOL ","25 mg","Cápsula","CAPSULA","Caja Envase Blíster Cápsulas	","30","23/11/2020","EN01432","LABORATORIOS AC FARMA S.A.","ACT"
"40024","ACITREXOL","25  mg","Cápsula","CAPSULA","Caja Envase Blister Cápsulas","100","23/11/2020","EN01432","LABORATORIOS AC FARMA S.A.","ACT"
"20083","ACITREXOL","25  mg","Cápsula","CAPSULA","Caja Envase Blister Cápsulas","100","23/11/2020","N19816","LABORATORIOS AC FARMA S.A.","ACT"
"35408","ACIVICLOR","5 %","Crema","CREMA","Tubo X 15 g","1","09/01/2018","N24195","BOTICAS Y SALUD","ACT"
"39801","ACIVICLOR","200  mg","Tableta","TABLETA","Caja Envase Folio Tabletas","100","03/06/2019","EE03574","BOTICAS Y SALUD","ACT"
"47309","ACIVICLOR","200 mg","Tableta","TABLETA","Caja Envase Folio Tabletas","100","03/06/2019","EE03574","SHERFARMA S.A.C.","ACT"
"46721","ACIVICLOR","5 %","Crema","CREMA","Tubo X 5 g","1","09/01/2018","N24195","SHERFARMA S.A.C.","ACT"
"49566","ACIVICLOR","5 %","Crema","CREMA","Caja Tubo x 5g","1","09/01/2023","EN06987","SHERFARMA S.A.C.","ACT"
"47541","ACLASTA","5 mg /100 mL","Solución para Perfusión","INYECTABLE","Caja Vial x 100 mL","1","22/12/2022","EE05550","NOVARTIS","ACT"
"41537","ACNEBIOT","100  mg","Tableta Recubierta","TABLETA","Caja Envase Blister Tabletas","30","26/01/2022","EN03368","IQ FARMA","ACT"
"40500","ACNECLIN 100 AP","100  mg","Cápsula de Liberación Prolongada","CAPSULA","Caja Envase Blister Cápsulas","30","30/11/2021","EE04462","LABORATORIOS SIEGFRIED S.A.C.","ACT"
"46214","ACNOIC","0.1 %/ 2.5 %","Gel","JALEA","Caja Tubo x 30 g","1","25/09/2022","EE05308","FARMINDUSTRIA S.A.","ACT"
"43491","ACNOMEL","","Crema","CREMA","Caja Tubo x 30 g","1","23/09/2019","EN04209","MEDIFARMA","ACT"
"41789","ACNOTIN","10  mg","Cápsula Blanda","CAPSULA","Caja Envase Blister Cápsulas","30","26/07/2019","EE02282","BAGO","ACT"
"41790","ACNOTIN","20  mg","Cápsula Blanda","CAPSULA","Caja Envase Blister Cápsulas","30","11/08/2019","EE02288","BAGO","ACT"
"39143","ACNUPLAST","100  mg","Cápsula","CAPSULA","Caja Envase Blister Cápsulas","30","29/01/2021","EE02631","SMART PHARMA","ACT"
"43377","ACOXX","60  mg","Tableta Recubierta","TABLETA","Caja Envase Blíster Tabletas","14","09/06/2022","EE05012","FARMINDUSTRIA S.A.","ACT"
"43378","ACOXX","90  mg","Tableta Recubierta","TABLETA","Caja Envase Blíster Tabletas","14","25/05/2021","EE03117","FARMINDUSTRIA S.A.","ACT"
"43379","ACOXX","120  mg","Tableta Recubierta","TABLETA","Caja Envase Blíster Tabletas","7","08/06/2022","EE05011","FARMINDUSTRIA S.A.","ACT"
"51518","ACRYLARM","0,2 %","Gel Oftálmico","GEL","Caja Tubo x 10 g","1","05/08/2024","EE07649","MEGA LABS LATAM S.A.","ACT"
"45717","ACTEMRA","80 mg/4 mL","Concentrado para Solución para Perfusión","INYECTABLE","Caja Vial x 4 mL","4","15/10/2018","BE00552","ROCHE","ACT"
"45718","ACTEMRA","200 mg/10 mL","Concentrado para Solución para Perfusión","INYECTABLE","Caja Vial x 10 mL","4","14/11/2018","BE00559","ROCHE","ACT"
"41303","ACTEMRA ","162  mg/0.9 mL","Solución Inyectable","INYECTABLE","Caja Jeringa Prellenadas x 1 mL + Accesorios","4","04/10/2021","BE01058","ROCHE","ACT"
"165","ACTEMRA","80  mg/4 mL","Concentrado para Solución para Perfusión","INYECTABLE","Caja Vial X 4 mL","1","15/10/2018","BE00552","ROCHE","ACT"
"166","ACTEMRA","200  mg/10 mL","Concentrado para Solución para Perfusión","INYECTABLE","Caja Vial x 10 mL","1","14/11/2018","BE00559","ROCHE","ACT"
"41871","ACTERIL","5  mg/mL","Solución para Nebulización","AEROSOL","Caja Frasco Gotero x 10 mL","1","12/01/2021","EE02643","UNIDAS DEL PERU","ACT"
"176","ACTILYSE","50  mg","Polvo para Solución Inyectable","INYECTABLE","Vial","1","29/11/2020","BE00315","BOEHRINGER","ACT"
"20102","ACTILYSE","50  mg","Polvo para Solución Inyectable","INYECTABLE","Vial  + Solvente x 50 mL","1","29/11/2020","BE00315","BOEHRINGER","ACT"
"53337","ACTIVA 21","0.15 mg + 0.03 mg","Grageas","TABLETA","Caja Envase Blíster x 21 Grageas	","1","26/11/2025","EE03989","BIOSYNTEC","ACT"
"53614","ACTIVA 21","0.15 mg + 0.03 mg","Grageas","TABLETA","Caja Envase Blíster x 21 Grageas","1","26/11/2025","EE03989","FAES FARMA","ACT"
"48815","ACTIVA 28","","Grageas","TABLETA","Caja Envase Blister Grageas","28","27/10/2020","EE03155","BIOSYNTEC","ACT"
"28866","ACTIVA 28","","Grageas","TABLETA","Caja Grageas","28","27/10/2020","E22360","BIOSYNTEC","ACT"
"40567","ACTIVA 28","","Grageas","TABLETA","Caja Envase Blister Grageas","28","27/10/2020","EE03155","BIOSYNTEC","ACT"
"53009","ACTUALAX","5 mg","Tableta de Liberación Retardada","TABLETA","Caja Envase Blíster Tableta de Liberación Retardada","100","14/05/2026","EN08594","FARM. MEDICAL","ACT"
"49950","ACUDOPIK","10 mg","Tableta Dispersable","TABLETA","Caja Envase Blister Tabletas Dispersables","14","02/05/2024","EE07271","NEOLPHARMA PERU SOCIEDAD ANONIMA CERRADA - NEOLPHARMA PERU S.A.C.","ACT"
"43690","ACULAR LS","0.4 %","Solución Oftálmica","SOLUCION OFTALMICA","Caja Frasco gotero x 5 mL","1","01/06/2021","EE03590","QUIMICA SUIZA","ACT"
"32929","ACULAR LS","0.4 %","Solución Oftálmica","SOLUCION OFTALMICA","Frasco  X 5 mL","1","01/06/2021","E18443","QUIMICA SUIZA","ACT"
"48116","ACUREN","25 mg","Tableta","TABLETA","Caja Envase Blister Tableta","100","23/02/2023","EE05726","DROGUERIA INVERSIONES JPS S.A.C.","ACT"
"30307","ADACEL","","Suspensión Inyectable","INYECTABLE","Caja Frasco X 0.5 mL","5","08/01/2019","BE00571","SANOFI - AVENTIS DEL PERU S.A.","ACT"
"30308","ADACEL","","Suspensión Inyectable","INYECTABLE","Caja Frasco X 0.5 mL","10","08/01/2019","BE00571","SANOFI - AVENTIS DEL PERU S.A.","ACT"
"180","ADACEL","","Suspensión Inyectable","INYECTABLE","Caja Frasco X 0.5 mL","1","08/01/2019","BE00571","SANOFI - AVENTIS DEL PERU S.A.","ACT"
"190","ADAX","400  mg","Tableta Recubierta","TABLETA","Caja Envase Blister Tabletas","60","16/01/2018","N20491","FARMINDUSTRIA S.A.","ACT"
"191","ADAX","600  mg","Tableta Recubierta","TABLETA","Caja Envase Blister Tabletas","60","20/12/2017","N20437","FARMINDUSTRIA S.A.","ACT"
"40374","ADAX","600  mg","Tableta Recubierta","TABLETA","Caja Envase Blister Tabletas","60","30/06/2021","EN03766","FARMINDUSTRIA S.A.","ACT"
